time_sec,event_type,reason,position,goal,frontier_count,coverage_proxy,trajectory_count
1.774468183517456,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[0.6583592135001274, -0.6708203932499379, 1.2]","[3.0593816956162483, 0.20058392130040592, 1.2]",119,0.10035340892357532,24
6.774687767028809,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[0.6583592135001274, -0.6708203932499379, 1.2]","[3.0593816956162483, 0.20058392130040592, 1.2]",119,0.10035340892357532,134
11.776453971862793,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[2.7339095068952877, 0.21169653771658847, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",115,0.10808422912678545,244
17.275497674942017,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.058859798736652, 0.20061997187844532, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,366
22.2758309841156,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059380571681999, 0.2005839989373509, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,476
27.78149938583374,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.0593816943545007, 0.20058392138756248, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,596
30.412303686141968,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695566623, 0.20058392130383382, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,654
32.51188826560974,COVERAGE_STALL,20s_frontier_stable_and_coverage_gain_below_0.01,"[3.059381695612505, 0.20058392130066455, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,700
33.27660393714905,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.0593816956147273, 0.20058392130051103, 1.2]","[3.0415671869313736, 2.240408744910284, 1.2]",124,0.10985127374466205,718
35.4161536693573,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616142, 0.2005839213004133, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,754
38.28109908103943,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,812
40.444852352142334,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,854
43.77584362030029,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,922
45.446218729019165,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,954
49.27555465698242,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1032
50.44741988182068,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1054
52.512043952941895,COVERAGE_STALL,20s_frontier_stable_and_coverage_gain_below_0.01,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1096
54.279624462127686,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1132
55.46636939048767,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1155
59.7757134437561,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1242
60.46910357475281,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[3.059381695616243, 0.20058392130040625, 1.2]","[3.0, 7.0, 1.2]",124,0.10985127374466205,1256
64.78000330924988,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[3.059381695616243, 0.20058392130040625, 1.2]","[12.0, 0.0, 1.2]",124,0.10985127374466205,1342
