time_sec,odom_total_distance,odom_net_displacement,goal_count,active_path_count,active_path_update_count,travel_traj_count,travel_traj_update_count,position_cmd_count,position_cmd_update_count,frontier_candidates,frontier_viewpoints
0.011636734008789062,0.0,0.0,0,0,0,0,0,0,0,0,0
1.018712043762207,0.07156853741270869,0.0715685374127087,2,10,1,11,3,20,1,106,0
2.038348436355591,0.09253889559994168,0.0925388955999417,4,21,1,22,5,40,1,106,43
3.0385901927948,0.09868499119248234,0.09868499119248238,6,31,1,33,7,60,1,106,43
4.038821220397949,0.10048734538566126,0.10048734538566127,8,41,1,44,9,80,1,106,43
5.039302825927734,0.10101599868519932,0.10101599868519938,10,51,1,55,11,101,1,106,43
6.039487600326538,0.10117092133203176,0.10117092133203183,12,61,1,66,13,121,1,106,43
7.039891004562378,0.10121633656242009,0.10121633656242016,14,71,1,77,15,141,1,106,43
8.040865898132324,0.10122966178740565,0.10122966178740572,16,81,1,88,17,161,1,106,43
9.042690753936768,0.1012336369864957,0.10123363698649576,18,91,1,100,19,181,1,106,43
10.042887926101685,0.10123473597777842,0.1012347359777784,20,101,1,111,21,201,1,106,43
11.04305124282837,0.10123505862913813,0.10123505862913816,22,111,1,122,23,222,1,106,43
12.04336667060852,0.10123515287638202,0.10123515287638202,24,121,1,133,25,241,1,106,43
13.072833776473999,0.1012351809603845,0.10123518096038449,26,131,1,144,27,262,1,106,43
14.074154376983643,0.10123518873350276,0.10123518873350275,28,141,1,155,29,282,1,106,43
15.075255870819092,0.10123519101336993,0.10123519101336988,30,151,1,166,31,302,1,106,43
16.10625910758972,0.1012351916926961,0.10123519169269606,32,161,1,177,33,322,1,106,43
17.106581211090088,0.10123519188065927,0.1012351918806592,34,171,1,188,35,342,1,106,43
18.108154296875,0.10123519193577594,0.10123519193577583,36,181,1,199,37,362,1,106,43
19.108461141586304,0.10123519195192644,0.10123519195192635,38,191,1,210,39,382,1,106,43
20.10853385925293,0.10123519195665888,0.10123519195665878,40,201,1,221,41,402,1,106,43
21.138267517089844,0.10123519195804966,0.1012351919580496,42,212,1,232,43,422,1,106,43
22.139514446258545,0.10123519195845536,0.10123519195845533,44,222,1,243,45,443,1,106,43
23.140095710754395,0.10123519195857437,0.10123519195857444,46,232,1,254,47,463,1,106,43
24.140848398208618,0.10123519195861007,0.10123519195861026,48,242,1,264,47,483,1,106,43
25.141745567321777,0.10123519195861373,0.10123519195861386,50,252,1,274,47,503,1,106,43
26.14215922355652,0.10123519195861373,0.10123519195861386,52,262,1,284,47,524,1,106,43
27.142261505126953,0.10123519195861373,0.10123519195861386,54,272,1,295,47,543,1,106,43
28.143436670303345,0.10123519195861373,0.10123519195861386,56,282,1,305,47,563,1,106,43
29.143511533737183,0.10123519195861373,0.10123519195861386,58,292,1,315,47,583,1,106,43
30.1452317237854,0.10123519195861373,0.10123519195861386,60,302,1,325,47,604,1,106,43
31.145363807678223,0.10123519195861373,0.10123519195861386,62,312,1,335,47,623,1,106,43
32.1719126701355,0.10123519195861373,0.10123519195861386,64,322,1,345,47,644,1,106,43
33.17280864715576,0.10123519195861373,0.10123519195861386,66,332,1,355,47,664,1,106,43
34.17286682128906,0.10123519195861373,0.10123519195861386,68,342,1,365,47,684,1,106,43
35.17290544509888,0.10123519195861373,0.10123519195861386,70,352,1,375,47,704,1,106,43
36.17399215698242,0.10123519195861373,0.10123519195861386,72,362,1,385,47,724,1,106,43
37.20568299293518,0.10123519195861373,0.10123519195861386,74,372,1,395,47,744,1,106,43
38.205976724624634,0.10123519195861373,0.10123519195861386,76,382,1,405,47,764,1,106,43
39.2070631980896,0.10123519195861373,0.10123519195861386,78,392,1,415,47,784,1,106,43
40.20847725868225,0.10123519195861373,0.10123519195861386,80,402,1,425,47,804,1,106,43
41.23657751083374,0.10123519195861373,0.10123519195861386,82,412,1,435,47,825,1,106,43
42.23828625679016,0.10123519195861373,0.10123519195861386,84,423,1,445,47,844,1,106,43
43.23875117301941,0.10123519195861373,0.10123519195861386,86,433,1,455,47,864,1,106,43
44.23921585083008,0.10123519195861373,0.10123519195861386,88,443,1,465,47,885,1,106,43
45.23957347869873,0.10123519195861373,0.10123519195861386,90,453,1,475,47,905,1,106,43
46.2396342754364,0.10123519195861373,0.10123519195861386,92,463,1,485,47,925,1,106,43
47.24033808708191,0.10123519195861373,0.10123519195861386,94,473,1,496,47,945,1,106,43
48.24043846130371,0.10123519195861373,0.10123519195861386,96,483,1,505,47,965,1,106,43
49.24097681045532,0.10123519195861373,0.10123519195861386,98,493,1,515,47,985,1,106,43
50.24142599105835,0.10123519195861373,0.10123519195861386,100,503,1,525,47,1005,1,106,43
51.24240326881409,0.10123519195861373,0.10123519195861386,102,513,1,536,47,1025,1,106,43
52.24292230606079,0.10123519195861373,0.10123519195861386,104,523,1,545,47,1046,1,106,43
53.24425196647644,0.10123519195861462,0.10123519195861475,106,533,1,556,47,1066,1,106,43
54.24610376358032,0.10123519195861462,0.10123519195861475,108,543,1,566,47,1086,1,106,43
55.27241611480713,0.10123519195861462,0.10123519195861475,110,553,1,576,47,1106,1,106,43
56.273332595825195,0.10123519195861462,0.10123519195861475,112,563,1,586,47,1126,1,106,43
57.273459911346436,0.10123519195861462,0.10123519195861475,114,573,1,596,47,1146,1,106,43
58.275339126586914,0.10123519195861462,0.10123519195861475,116,583,1,606,47,1166,1,106,43
59.30587911605835,0.10123519195861462,0.10123519195861475,118,593,1,616,47,1186,1,106,43
60.30638289451599,0.10123519195861462,0.10123519195861475,120,603,1,626,47,1206,1,106,43
61.30680847167969,0.10123519195861462,0.10123519195861475,122,613,1,636,47,1226,1,106,43
62.308932065963745,0.10123519195861462,0.10123519195861475,125,623,1,646,47,1246,1,106,43
63.31086349487305,0.10123519195861462,0.10123519195861475,127,633,1,656,47,1266,1,106,43
64.31118726730347,0.10123519195861462,0.10123519195861475,129,643,1,666,47,1286,1,106,43
65.31270670890808,0.10123519195861462,0.10123519195861475,131,653,1,676,47,1306,1,106,43
66.33868408203125,0.10123519195861462,0.10123519195861475,133,664,1,686,47,1326,1,106,43
67.33919978141785,0.10123519195861462,0.10123519195861475,135,674,1,696,47,1347,1,106,43
68.34090685844421,0.10123519195861462,0.10123519195861475,137,684,1,707,47,1367,1,106,43
69.34120225906372,0.10123519195861462,0.10123519195861475,139,694,1,716,47,1387,1,106,43
