time_sec,odom_total_distance,coverage_proxy,coverage_gain,frontier_candidate_count,frontier_viewpoint_count,selected_goal_unique_count,active_path_endpoint_to_goal_distance_avg,unreachable_goal_ratio,coverage_stall_max_duration,main_frontier_blocker
30.038909196853638,1.4051964123804876,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9333333333333333,0.0,PATH_ENDPOINT_FAR_FROM_GOAL
60.03942346572876,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9666666666666667,0.0,PATH_ENDPOINT_FAR_FROM_GOAL
90.04006171226501,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9777777777777777,30.000638246536255,PATH_ENDPOINT_FAR_FROM_GOAL
120.04172325134277,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9833333333333333,60.002299785614014,PATH_ENDPOINT_FAR_FROM_GOAL
150.0454351902008,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9866666666666667,90.00601172447205,PATH_ENDPOINT_FAR_FROM_GOAL
180.07816886901855,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9888888888888889,120.0387454032898,PATH_ENDPOINT_FAR_FROM_GOAL
210.07859182357788,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9904761904761905,150.03916835784912,PATH_ENDPOINT_FAR_FROM_GOAL
240.0791211128235,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9916666666666667,180.03969764709473,PATH_ENDPOINT_FAR_FROM_GOAL
270.0981559753418,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9925925925925926,210.05873250961304,PATH_ENDPOINT_FAR_FROM_GOAL
300.01174211502075,1.4051964123804885,0.08592254454424975,0.00633190988072449,105,44,4,0.0,0.9933333333333333,239.972318649292,PATH_ENDPOINT_FAR_FROM_GOAL
