time_sec,event_type,reason,position,goal,frontier_count,coverage_proxy,trajectory_count
1.8284621238708496,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-1.8699999999999999, -3.8899999999999997, 1.2]",108,0.10005890148726256,35
7.328380584716797,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,151
12.82841420173645,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,273
17.828559160232544,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,383
20.038729190826416,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,432
20.395275831222534,COVERAGE_STALL,20s_frontier_stable_and_coverage_gain_below_0.01,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,439
23.328162670135498,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,503
25.039829969406128,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,542
28.328258514404297,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,613
30.039939165115356,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,652
33.32831954956055,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,723
35.04042172431946,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-3.109, -5.422999999999999, 1.2]",108,0.10005890148726256,762
40.04112482070923,MOTION_STUCK,20s_displacement_below_0.2m_with_planner_output,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-6.0, -9.0, 1.2]",108,0.10005890148726256,871
40.328158378601074,REPEATED_GOAL,three_consecutive_goals_within_0.5m,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-6.0, -9.0, 1.2]",108,0.10005890148726256,875
40.3953537940979,COVERAGE_STALL,20s_frontier_stable_and_coverage_gain_below_0.01,"[-0.09999999999999992, -1.7000000000000028, 1.2]","[-6.0, -9.0, 1.2]",108,0.10005890148726256,877
