time_sec,coverage_proxy,odom_total_distance,coverage_gain_per_meter,path_length_regret_avg,near_high_gain_candidate_ignored_count,route_revisit_ratio,route_tortuosity,main_route_issue
30.02412486076355,0.09873361802385511,6.6658798171127795,0.003976319705030256,1.0375123526991332,0,0.8484848484848485,1.2089851102979605,LOCAL_REGION_REVISIT
60.02453303337097,0.11905463112943601,14.991939960563618,0.0031234571707802845,-1.2858548025946615,0,0.8493150684931507,1.7714654263986331,LOCAL_REGION_REVISIT
90.0245521068573,0.1324547194816669,19.27816745736855,0.0031240921036268304,-1.8051961071205518,0,0.8602150537634409,1.6556721692902583,LOCAL_REGION_REVISIT
120.05749654769897,0.1324547194816669,19.27816745737775,0.0031240921036253394,-1.8051961071205518,0,0.8602150537634409,1.6556721692900873,LOCAL_REGION_REVISIT
150.05760645866394,0.1324547194816669,19.27816745737775,0.0031240921036253394,-1.8051961071205518,0,0.8602150537634409,1.6556721692900873,LOCAL_REGION_REVISIT
180.0577883720398,0.14246797231630098,24.28206982012911,0.002892670356394743,0.7872213392787446,0,0.8620689655172413,2.338755847540988,PATH_COST_UNDERWEIGHTED
210.0759961605072,0.1593285230452069,29.324248367676404,0.0029702576924532605,1.2552212864932808,0,0.8714285714285714,2.5022594357584045,PATH_COST_UNDERWEIGHTED
240.09057927131653,0.18009129730525697,35.80869079227827,0.0030122114537851344,0.43065061507445723,0,0.872093023255814,2.4293035977250423,PATH_COST_UNDERWEIGHTED
270.09087443351746,0.20122220586069797,41.55303994593747,0.003104327800633112,0.1882223393801682,0,0.8743718592964824,2.432342878639237,PATH_COST_UNDERWEIGHTED
300.0244951248169,0.21881902518038582,48.384334500313635,0.003029721870489497,-0.3196483680123871,0,0.8793103448275862,3.1870833821758944,PATH_COST_UNDERWEIGHTED
